,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
7074,0.0931,0.273,9,-18.318,1,0.0365,0.759,0.836,0.0888,0.0422,74.914,0
7075,0.0631,0.00256,7,-44.406,1,0.0452,0.977,0.84,0.115,0.0234,65.919,0
7076,0.148,0.0329,8,-29.836,0,0.0418,0.988,0.973,0.11,0.0567,138.405,0
7077,0.308,0.251,2,-21.984,0,0.0599,0.947,0.924,0.0707,0.39,77.476,0
7078,0.49,0.0696,6,-21.54,0,0.0354,0.94,0.972,0.0635,0.0403,120.093,0
7079,0.204,0.354,3,-18.811,1,0.0458,0.945,0.876,0.116,0.0373,85.497,0
7080,0.397,0.0536,0,-28.425,0,0.0297,0.906,0.924,0.0903,0.165,72.158,0
7081,0.242,0.18,4,-21.176,0,0.0457,0.937,0.937,0.0986,0.0307,68.985,0
7082,0.0748,0.041,5,-18.582,1,0.0405,0.924,0.948,0.089,0.426,82.531,0
7083,0.134,0.0529,2,-21.956,1,0.0426,0.837,0.878,0.112,0.0821,176.965,0
7084,0.18,0.000985,9,-26.598,0,0.0474,0.943,0.922,0.0789,0.0381,72.28,0
7085,0.129,0.0707,6,-24.755,1,0.0422,0.921,0.943,0.0976,0.0283,74.767,0
7086,0.0673,0.059,8,-26.134,1,0.0438,0.972,0.93,0.0849,0.0331,70.959,0
7087,0.163,0.0588,8,-20.266,1,0.045,0.935,0.961,0.098,0.145,112.848,0
7088,0.109,0.00134,8,-26.147,1,0.0518,0.993,0.875,0.101,0.169,70.906,0
7089,0.109,0.0522,8,-19.843,1,0.0357,0.976,0.868,0.108,0.032,76.376,0
7090,0.241,0.254,6,-17.03,1,0.0416,0.994,0.88,0.0639,0.0378,139.131,0
7091,0.185,0.17,5,-17.286,1,0.039,0.994,0.912,0.0825,0.0367,87.839,0
7092,0.0659,0.0935,0,-14.727,1,0.0433,0.985,0.922,0.0646,0.0354,72.988,0
7093,0.26,0.00397,2,-31.095,1,0.0406,0.982,0.913,0.102,0.0368,82.862,0
7094,0.144,0.0781,9,-22.42,1,0.0414,0.989,0.928,0.0913,0.0305,71.344,0
7095,0.184,0.0131,5,-15.119,1,0.0472,0.857,0.914,0.111,0.0258,143.098,0
7096,0.546,0.18,5,-21.321,0,0.0304,0.476,0.894,0.114,0.245,108.839,0
7097,0.153,0.0145,5,-28.89,1,0.0435,0.995,0.978,0.0806,0.0335,138.658,0
7098,0.351,0.242,5,-20.02,0,0.0412,0.9,0.915,0.0984,0.034,58.587,0
7099,0.173,0.656,8,-8.004,0,0.0511,0.549,0.885,0.158,0.0723,73.208,2
7100,0.297,0.00705,7,-23.733,1,0.0444,0.99,0.929,0.0877,0.0863,66.198,0
7101,0.136,0.0108,1,-35.954,1,0.0343,0.897,0.813,0.147,0.0312,88.529,0
7102,0.109,0.00822,1,-28.425,1,0.0529,0.942,0.885,0.129,0.0321,75.629,0
7103,0.294,2.03e-05,4,-32.406,1,0.0927,0.99,0.131,0.0817,0.812,69.153,0
7104,0.142,0.042,9,-26.441,0,0.0432,0.971,0.913,0.052,0.0427,141.164,0
7105,0.204,0.331,7,-15.755,0,0.0385,0.848,0.955,0.148,0.0503,86.632,0
7106,0.156,0.0945,8,-22.386,1,0.0435,0.832,0.902,0.0974,0.0657,65.687,0
7107,0.115,0.0015,5,-37.529,1,0.0471,0.981,0.947,0.0945,0.0344,67.35,0
7108,0.177,0.237,2,-20.727,1,0.0395,0.99,0.919,0.112,0.144,66.603,0
7109,0.211,0.108,10,-17.314,0,0.042,0.468,0.852,0.321,0.0444,79.025,0
7110,0.0888,0.584,4,-11.618,1,0.0463,0.845,0.941,0.19,0.143,86.114,0
7111,0.109,0.035,1,-25.038,1,0.0437,0.884,0.858,0.0996,0.0228,85.301,0
7112,0.165,0.146,6,-21.357,1,0.0362,0.827,0.887,0.109,0.0577,134.508,0
7113,0.134,0.0424,0,-22.3,1,0.0448,0.976,0.929,0.0581,0.0321,70.991,0
7114,0.141,0.149,10,-28.209,1,0.0337,0.963,0.913,0.0953,0.0376,82.412,0
7115,0.0644,0.0463,3,-29.709,1,0.044,0.987,0.781,0.111,0.0289,74.571,0
7116,0.139,0.0895,7,-28.274,0,0.043,0.875,0.856,0.0638,0.033,142.191,0
7117,0.0657,0.0608,7,-28.669,0,0.0422,0.972,0.963,0.107,0.0699,66.706,0
7118,0.338,0.0925,5,-16.555,0,0.0438,0.991,0.918,0.116,0.0395,79.336,0
7119,0.141,0.116,10,-28.718,0,0.041,0.848,0.872,0.107,0.125,102.494,0
7120,0.245,0.0862,4,-30.304,1,0.0422,0.994,0.784,0.092,0.039,69.895,0
7121,0.285,0.00426,0,-30.611,1,0.0397,0.991,0.914,0.0764,0.0896,121.487,0
7122,0.14,0.031,7,-28.007,1,0.0457,0.948,0.92,0.11,0.0351,140.076,0
7123,0.42,0.259,1,-15.738,0,0.0462,0.938,0.908,0.103,0.0525,119.96,0
7124,0.114,0.0861,10,-30.654,1,0.0486,0.981,0.968,0.119,0.0972,80.983,0
7125,0.485,0.35,0,-17.47,1,0.031,0.813,0.394,0.0814,0.0786,119.951,5
7126,0.111,0.0174,10,-28.777,1,0.0496,0.984,0.965,0.0976,0.0336,66.816,0
7127,0.191,0.0773,10,-24.098,1,0.0389,0.934,0.865,0.0778,0.0382,180.056,0
7128,0.214,0.00412,0,-35.653,0,0.0453,0.996,0.977,0.108,0.0314,70.594,0
7129,0.143,0.197,7,-25.918,0,0.0391,0.798,0.621,0.128,0.0455,86.439,0
7130,0.0885,0.175,7,-18.707,1,0.0316,0.752,0.934,0.111,0.0766,70.198,0
7131,0.189,0.0601,0,-26.69,1,0.0424,0.969,0.934,0.0975,0.0347,141.113,0
7132,0.0781,0.163,9,-21.924,0,0.0364,0.953,0.914,0.0866,0.0377,69.634,0
7133,0.0722,0.0745,10,-28.469,0,0.0361,0.936,0.84,0.113,0.0322,72.547,0
7134,0.136,0.00215,2,-33.623,0,0.0455,0.925,0.817,0.095,0.0343,67.749,0
7135,0.219,0.0304,7,-35.2,0,0.0375,0.909,0.938,0.149,0.114,130.244,0
7136,0.417,0.111,9,-31.491,0,0.0409,0.826,0.94,0.111,0.555,148.094,0
7137,0.207,0.00769,1,-32.85,0,0.0431,0.995,0.966,0.321,0.0456,122.714,0
7138,0.34,0.26,2,-19.03,1,0.0352,0.933,0.845,0.675,0.0372,148.083,0
7139,0.164,0.382,2,-13.729,1,0.0546,0.882,0.88,0.375,0.0362,113.938,0
7140,0.139,0.271,5,-24.554,0,0.0624,0.589,0.907,0.203,0.0521,72.603,0
7141,0.351,0.0225,4,-30.405,0,0.0423,0.981,0.828,0.082,0.0994,80.9,0
7142,0.141,0.289,2,-23.693,1,0.045,0.985,0.901,0.091,0.0724,101.69,0
7143,0.167,0.116,4,-26.544,0,0.0469,0.656,0.667,0.112,0.0668,88.143,0
7144,0.0862,0.222,9,-20.901,1,0.0441,0.893,0.795,0.11,0.109,202.983,0
7145,0.214,0.158,8,-19.16,1,0.0431,0.949,0.925,0.112,0.0365,71.436,0
7146,0.552,0.362,9,-22.932,1,0.0557,0.975,0.945,0.0883,0.428,109.662,0
7147,0.501,0.365,9,-15.811,0,0.107,0.685,0.942,0.129,0.158,124.066,2
7148,0.0897,0.383,11,-26.928,0,0.0339,0.961,0.82,0.348,0.207,174.136,0
7149,0.293,0.229,8,-17.521,1,0.0333,0.994,0.956,0.0758,0.0952,111.949,0
7150,0.217,0.636,11,-14.525,1,0.0607,0.0147,0.422,0.303,0.0732,81.601,5
7151,0.576,0.191,0,-14.145,0,0.0321,0.745,5.79e-05,0.116,0.0571,95.133,5
7152,0.137,0.209,2,-16.153,0,0.0338,0.875,0.927,0.219,0.0221,141.532,0
7153,0.314,0.124,3,-25.337,1,0.0514,0.677,0.849,0.0864,0.125,126.094,0
7154,0.39,0.155,2,-18.001,1,0.0335,0.814,0.873,0.116,0.122,118.492,0
7155,0.102,0.125,9,-21.786,0,0.0329,0.941,0.594,0.0699,0.0341,79.609,0
7156,0.677,0.316,0,-15.275,1,0.0455,0.813,0.831,0.0752,0.232,129.383,5
7157,0.141,0.0157,0,-33.886,1,0.0396,0.984,0.892,0.111,0.0324,141.339,0
7158,0.129,0.245,4,-22.343,0,0.04,0.858,0.936,0.0625,0.0352,93.596,0
7159,0.196,0.00687,7,-34.255,1,0.0442,0.992,0.917,0.106,0.053,72.125,0
7160,0.0643,0.0704,7,-24.653,1,0.039,0.654,0.767,0.0886,0.0674,65.582,0
7161,0.497,0.537,6,-23.866,1,0.0487,0.924,0.849,0.104,0.146,80.002,0
7162,0.23,0.168,3,-22.653,1,0.0481,0.988,0.906,0.0967,0.0908,135.059,0
7163,0.0892,0.0162,5,-31.304,0,0.0449,0.962,0.962,0.0887,0.0266,56.015,0
7164,0.183,0.113,11,-23.139,0,0.0334,0.962,0.935,0.142,0.038,68.809,0
7165,0.061,0.00978,5,-27.63,0,0.0437,0.994,0.969,0.079,0.036,67.224,0
7166,0.349,0.394,1,-17.067,1,0.105,0.791,0.0123,0.184,0.105,128.906,5
7167,0.09,0.219,0,-18.432,0,0.0465,0.517,0.249,0.238,0.0344,164.359,0
7168,0.0888,0.34,7,-12.855,0,0.0385,0.982,0.889,0.156,0.0297,81.251,0
7169,0.162,0.547,9,-18.91,0,0.0887,0.799,0.894,0.242,0.269,78.001,0
7170,0.0808,0.02,7,-25.607,1,0.0423,0.936,0.742,0.0852,0.0312,170.939,0
7171,0.122,0.238,11,-18.753,1,0.0435,0.0471,0.923,0.122,0.218,86.55,0
7172,0.62,0.231,11,-23.873,1,0.0486,0.961,0.911,0.0741,0.053,104.853,0
7173,0.254,0.0698,9,-19.6,0,0.0435,0.832,0.572,0.0693,0.193,148.066,0
7174,0.158,0.0829,5,-34.297,1,0.0514,0.885,0.874,0.0982,0.0245,107.945,0
7175,0.063,0.0295,2,-25.697,0,0.0361,0.976,0.947,0.108,0.0572,67.369,0
7176,0.248,0.0883,10,-20.907,1,0.0388,0.881,0.918,0.1,0.0475,112.778,0
7177,0.136,0.119,4,-22.908,0,0.0378,0.993,0.899,0.087,0.141,177.374,0
7178,0.451,0.464,10,-17.121,1,0.0311,0.591,0.779,0.0987,0.599,141.45,2
7179,0.226,0.4,7,-15.666,0,0.0337,0.993,0.935,0.194,0.0623,86.42,0
7180,0.0888,0.264,6,-18.639,0,0.0367,0.846,0.978,0.151,0.039,168.667,0
7181,0.58,0.403,7,-12.506,0,0.0571,0.932,0.416,0.159,0.245,96.499,5
7182,0.18,0.225,6,-14.296,1,0.0431,0.329,0.901,0.172,0.0277,78.707,0
7183,0.0835,0.211,7,-18.336,1,0.0452,0.015,0.942,0.106,0.0379,170.129,0
7184,0.228,0.116,11,-21.123,1,0.0373,0.721,0.921,0.107,0.0353,136.958,0
7185,0.135,0.204,4,-20.375,0,0.0358,0.954,0.905,0.746,0.0386,144.139,0
7186,0.0926,0.00839,8,-33.854,1,0.0443,0.978,0.939,0.0599,0.0332,69.02,0
7187,0.187,0.2,1,-19.98,1,0.0363,0.986,0.925,0.0818,0.0315,73.815,0
7188,0.102,0.187,9,-20.376,0,0.0476,0.0433,0.756,0.111,0.0367,167.249,0
7189,0.271,0.202,9,-16.668,1,0.0405,0.887,0.257,0.117,0.222,172.694,5
7190,0.192,0.514,0,-16.059,1,0.044,0.747,0.765,0.091,0.0378,138.304,0
7191,0.0807,0.428,1,-9.296,0,0.0322,1.96e-05,0.885,0.144,0.0708,69.109,2
7192,0.0936,0.0353,11,-21.575,1,0.0436,0.942,0.962,0.103,0.0286,88.663,0
7193,0.0696,0.0731,3,-21.529,0,0.0381,0.973,0.932,0.233,0.0326,187.071,0
7194,0.284,0.0823,6,-24.021,0,0.0311,0.7,0.565,0.373,0.0358,102.858,0
7195,0.11,0.163,7,-24.265,0,0.0466,0.844,0.913,0.0894,0.0384,73.731,0
7196,0.244,0.0776,9,-34.326,0,0.0486,0.955,0.916,0.142,0.0438,114.968,0
7197,0.115,0.00409,1,-28.838,1,0.0461,0.986,0.805,0.16,0.0725,63.649,0
7198,0.375,0.268,1,-28.438,1,0.0605,0.994,0.969,0.0702,0.0372,107.688,0
7199,0.178,0.0778,8,-26.259,1,0.0362,0.425,0.91,0.0919,0.0317,102.762,0
7200,0.19,0.428,6,-22.074,0,0.129,0.936,0.792,0.454,0.0885,136.564,0
7201,0.336,0.196,1,-34.582,1,0.0625,0.706,0.267,0.128,0.445,143.542,0
7202,0.215,0.236,11,-15.76,1,0.0384,0.00332,0.841,0.368,0.04,78.608,0
7203,0.119,0.0758,8,-23.943,1,0.0536,0.945,0.973,0.0497,0.0333,94.577,0
7204,0.442,0.722,7,-8.677,1,0.0341,0.000489,0.903,0.116,0.35,93.993,2
7205,0.813,0.762,4,-8.038,0,0.108,0.0132,0.916,0.118,0.382,111.015,2
7206,0.585,0.45,1,-18.14,1,0.0385,0.161,0.819,0.334,0.306,107.941,2
7207,0.782,0.728,10,-12.42,0,0.114,0.000432,0.859,0.235,0.22,120.014,2
7208,0.567,0.803,0,-8.707,1,0.0717,0.194,0.756,0.0979,0.329,120.022,2
7209,0.754,0.498,9,-12.511,0,0.0957,0.000732,0.877,0.115,0.828,149.988,2
7210,0.632,0.521,1,-9.002,0,0.0258,0.0245,0.967,0.0754,0.32,100.034,2
7211,0.653,0.504,11,-12.924,1,0.0348,0.608,0.895,0.074,0.402,115.007,2
7212,0.35,0.46,1,-18.068,0,0.0441,0.833,0.954,0.0969,0.0561,124.246,0
7213,0.541,0.974,0,-6.938,1,0.103,0.00167,0.854,0.117,0.32,180.063,2
7214,0.721,0.393,5,-11.385,1,0.0439,0.103,0.439,0.068,0.208,160.009,2
7215,0.688,0.569,10,-15.276,0,0.042,0.74,0.825,0.109,0.104,120.02,2
7216,0.094,0.145,6,-19.492,0,0.0386,0.989,0.967,0.0884,0.0371,70.077,0
7217,0.451,0.531,0,-6.969,1,0.053,0.928,0.0228,0.164,0.29,146.056,5
7218,0.502,0.651,9,-10.881,0,0.0407,0.119,0.957,0.115,0.158,135.03,2
7219,0.653,0.271,9,-12.629,0,0.0327,0.976,0.914,0.102,0.199,130.003,2
7220,0.28,0.865,10,-7.986,0,0.107,0.188,0.174,0.553,0.291,84.449,6
7221,0.325,0.45,1,-17.163,1,0.0404,0.766,0.927,0.311,0.27,194.804,0
7222,0.697,0.81,1,-8.338,1,0.0506,0.153,0.498,0.106,0.565,108.006,4
7223,0.368,0.283,2,-17.719,1,0.0328,0.0229,0.872,0.0831,0.025,159.993,2
7224,0.619,0.442,8,-15.369,1,0.0353,0.583,0.928,0.112,0.311,125.048,2
7225,0.405,0.933,9,-14.361,1,0.0423,0.941,0.892,0.325,0.923,159.976,2
7226,0.333,0.637,2,-9.617,1,0.0372,0.716,0.904,0.118,0.0799,81.267,5
7227,0.704,0.444,6,-14.085,0,0.0433,0.932,0.873,0.522,0.334,105.014,2
7228,0.499,0.142,0,-20.86,1,0.0374,0.936,0.943,0.433,0.0367,119.964,0
7229,0.246,0.38,5,-17.085,0,0.0373,0.515,0.843,0.083,0.0516,120.044,0
7230,0.69,0.321,11,-13.058,0,0.0583,0.121,0.954,0.0896,0.485,158.012,2
7231,0.495,0.359,0,-17.443,1,0.0364,0.941,0.912,0.109,0.444,77.102,0
7232,0.521,0.28,1,-16.645,1,0.0362,0.946,0.943,0.112,0.307,141.96,0
7233,0.264,0.324,5,-19.224,1,0.108,0.274,0.922,0.0855,0.189,183.161,0
7234,0.352,0.498,2,-11.217,1,0.048,0.856,0.955,0.145,0.0425,155.181,0
7235,0.547,0.42,0,-10.75,1,0.115,0.0839,0.919,0.0665,0.307,169.895,2
7236,0.536,0.591,7,-10.219,0,0.0407,0.639,0.789,0.343,0.0725,158.009,2
7237,0.768,0.529,6,-17.618,1,0.0663,0.234,0.891,0.0944,0.559,101.003,2
7238,0.742,0.749,7,-9.843,1,0.0531,0.0252,0.847,0.1,0.235,120.001,2
7239,0.796,0.69,9,-7.319,0,0.041,0.0337,0.823,0.0975,0.29,123.972,2
7240,0.599,0.607,1,-12.944,1,0.0645,0.844,0.905,0.183,0.379,120.016,2
7241,0.539,0.0508,5,-35.293,0,0.0354,0.994,0.93,0.102,0.706,159.989,0
7242,0.467,0.299,2,-14.742,1,0.0295,0.948,0.733,0.0968,0.165,105.016,0
7243,0.505,0.829,9,-7.042,0,0.0738,0.529,0.182,0.153,0.0716,119.948,3
7244,0.379,0.133,7,-22.487,1,0.137,0.61,0.301,0.133,0.167,118.618,0
7245,0.392,0.769,5,-6.429,1,0.0329,0.0237,0.00482,0.125,0.115,106.125,4
7246,0.728,0.502,10,-11.682,0,0.0504,0.00394,0.705,0.358,0.46,129.986,2
7247,0.811,0.157,11,-16.566,1,0.0428,0.972,0.95,0.108,0.559,116.014,5
7248,0.545,0.18,5,-21.022,0,0.0337,0.988,0.906,0.0686,0.31,156.694,0
7249,0.507,0.612,4,-13.267,0,0.0398,0.000487,0.678,0.102,0.0369,150.006,2
7250,0.612,0.447,0,-14.108,0,0.0617,0.272,0.717,0.303,0.278,124.064,2
7251,0.561,0.893,6,-9.404,1,0.0407,0.338,0.914,0.167,0.326,122.543,2
7252,0.708,0.775,2,-11.601,0,0.0609,0.158,0.894,0.0619,0.967,173.999,2
7253,0.728,0.627,0,-10.133,0,0.07,0.324,0.906,0.0947,0.74,129.988,2
7254,0.643,0.383,1,-12.427,1,0.0386,0.163,0.839,0.107,0.133,108.571,2
7255,0.627,0.679,3,-12.097,0,0.0442,0.00601,0.867,0.123,0.452,120.035,2
7256,0.67,0.201,1,-20.818,1,0.0285,0.889,0.865,0.0982,0.633,109.017,0
7257,0.456,0.648,11,-12.032,0,0.0411,0.0215,0.829,0.0994,0.0327,129.936,2
7258,0.279,0.312,8,-9.875,1,0.0341,0.825,0.938,0.107,0.0344,129.937,0
7259,0.128,0.116,4,-26.185,1,0.0367,0.987,0.929,0.106,0.272,79.016,0
7260,0.65,0.989,1,-5.229,0,0.118,0.00428,0.453,0.106,0.227,119.997,3
7261,0.719,0.817,9,-11.943,0,0.175,0.0268,0.513,0.266,0.489,144.538,3
7262,0.332,0.502,1,-16.453,1,0.0359,0.55,0.894,0.123,0.0352,109.95,0
7263,0.875,0.472,1,-12.992,1,0.0465,0.226,0.8,0.0997,0.529,126.042,2
7264,0.337,0.782,5,-11.472,0,0.0492,0.0154,0.874,0.104,0.526,113.292,2
7265,0.598,0.822,8,-8.581,1,0.0572,0.314,0.9,0.113,0.213,130.017,2
7266,0.502,0.685,5,-11.596,0,0.0608,0.048,0.11,0.394,0.315,96.988,6
7267,0.678,0.564,0,-11.444,0,0.0485,0.593,0.903,0.112,0.512,140.016,2
7268,0.658,0.436,0,-9.441,1,0.121,0.72,0.0138,0.111,0.107,119.979,5
7269,0.357,0.68,1,-11.498,1,0.0428,0.00926,0.914,0.105,0.554,170.013,2
7270,0.609,0.912,1,-10.483,1,0.0358,0.0527,0.859,0.285,0.908,94.001,2
7271,0.0723,0.235,3,-16.263,1,0.0393,0.794,0.922,0.104,0.0371,178.236,0
7272,0.575,0.56,7,-13.334,1,0.0375,0.172,0.886,0.128,0.277,119.986,2
7273,0.288,0.379,10,-19.334,0,0.054,0.15,0.618,0.141,0.0583,187.205,2
7274,0.398,0.509,1,-9.066,1,0.0458,0.0112,0.833,0.151,0.254,161.022,2
7275,0.702,0.226,10,-20.817,0,0.061,0.514,0.888,0.111,0.636,110.003,2
7276,0.292,0.447,5,-18.13,1,0.106,0.799,0.698,0.109,0.0698,73.748,0
7277,0.777,0.78,8,-6.687,1,0.105,0.29,0.894,0.0705,0.153,103.025,2
7278,0.278,0.0253,9,-23.586,1,0.0536,0.996,0.933,0.0854,0.101,65.83,0
7279,0.355,0.398,9,-12.825,0,0.0378,0.27,0.547,0.0633,0.127,139.825,2
7280,0.784,0.352,0,-19.668,1,0.0512,0.0474,0.876,0.111,0.152,105.019,2
7281,0.649,0.391,0,-11.068,1,0.0491,0.419,0.689,0.384,0.156,84.069,5
7282,0.65,0.648,0,-10.751,1,0.0882,0.0225,0.742,0.139,0.159,125.973,2
7283,0.337,0.0803,1,-21.194,1,0.0674,0.803,0.908,0.112,0.0735,113.264,0
7284,0.28,0.708,1,-13.257,1,0.0928,0.177,0.857,0.0782,0.386,174.935,2
7285,0.672,0.925,11,-12.833,0,0.0416,0.222,0.888,0.0705,0.0602,142.015,2
7286,0.46,0.211,7,-21.55,1,0.116,0.878,0.885,0.164,0.0894,122.4,0
7287,0.661,0.562,2,-10.524,1,0.135,0.316,0.829,0.125,0.675,160.044,2
7288,0.219,0.584,6,-11.579,1,0.055,0.38,0.886,0.401,0.232,179.651,6
7289,0.103,0.0285,7,-24.408,1,0.0459,0.983,0.816,0.0877,0.0362,72.238,0
7290,0.201,0.266,7,-18.377,0,0.0414,0.866,0.921,0.11,0.197,100.182,0
7291,0.606,0.364,9,-13.462,0,0.0304,0.946,0.965,0.123,0.131,110.031,0
7292,0.593,0.885,10,-8.12,0,0.0979,0.0344,0.0434,0.145,0.867,180.031,3
7293,0.795,0.802,2,-8.27,1,0.0529,0.00346,0.929,0.0888,0.0563,107.004,2
7294,0.831,0.525,1,-14.405,1,0.131,0.142,0.867,0.136,0.288,115.061,2
7295,0.769,0.893,1,-10.534,1,0.0729,0.0216,0.9,0.118,0.322,99.408,2
7296,0.832,0.396,1,-14.664,1,0.245,0.0136,0.807,0.0908,0.216,95.717,1
7297,0.612,0.622,4,-11.795,1,0.0357,0.967,0.649,0.0929,0.777,119.484,5
7298,0.647,0.791,6,-9.297,1,0.0473,0.00368,0.506,0.351,0.19,138.016,6
7299,0.6,0.726,6,-9.35,1,0.15,0.58,0.903,0.291,0.442,113.908,2
7300,0.719,0.317,6,-20.156,0,0.0534,0.386,0.846,0.127,0.125,110.985,2
7301,0.343,0.785,11,-14.292,0,0.0678,0.929,0.923,0.0876,0.469,104.834,2
7302,0.615,0.516,6,-12.772,1,0.0593,0.471,0.82,0.208,0.361,119.983,2
7303,0.672,0.638,7,-12.274,1,0.0509,0.0928,0.854,0.0983,0.267,121.998,2
7304,0.212,0.394,7,-11.894,1,0.0419,0.875,0.937,0.122,0.312,78.971,0
7305,0.249,0.27,5,-14.277,0,0.0382,0.494,0.936,0.117,0.0712,60.116,0
7306,0.732,0.381,7,-12.036,0,0.0474,0.712,0.219,0.166,0.432,95.002,5
7307,0.131,0.412,5,-12.524,1,0.0372,0.0642,0.528,0.684,0.129,74.326,6
7308,0.273,0.12,2,-24.538,1,0.0456,0.928,0.851,0.111,0.0379,190.456,0
7309,0.187,0.181,11,-19.358,1,0.046,0.635,0.878,0.0844,0.0359,94.479,0
7310,0.403,0.766,5,-7.377,1,0.0396,0.000773,0.947,0.112,0.19,80.006,2
7311,0.171,0.149,11,-17.559,0,0.0425,0.839,0.976,0.105,0.034,82.27,0
7312,0.253,0.178,4,-17.963,1,0.0437,0.185,0.2,0.0797,0.0522,75.336,5
7313,0.456,0.418,8,-13.64,0,0.0311,0.555,0.83,0.0924,0.0399,109.048,2
7314,0.556,0.234,2,-16.707,1,0.0457,0.982,0.91,0.0844,0.395,108.8,0
7315,0.273,0.0194,4,-14.158,0,0.0586,0.993,0.000478,0.138,0.289,61.035,5
7316,0.0594,0.0244,9,-21.912,0,0.0511,0.944,0.922,0.107,0.122,36.651,0
7317,0.491,0.812,10,-15.203,0,0.116,0.13,0.941,0.718,0.271,133.844,6
7318,0.217,0.396,0,-14.783,1,0.0318,0.946,0.883,0.362,0.0349,137.419,0
7319,0.193,0.346,7,-16.917,0,0.0401,0.927,0.953,0.3,0.0625,120.798,0
7320,0.292,0.21,10,-30.872,0,0.153,0.769,0.706,0.6,0.091,120.907,0
7321,0.611,0.192,5,-13.621,1,0.0457,0.913,0.135,0.0978,0.484,83.97,5
7322,0.387,0.32,6,-13.703,1,0.057,0.967,0.779,0.0895,0.359,88.867,0
7323,0.224,0.195,6,-24.149,1,0.0398,0.684,0.909,0.0996,0.0361,115.064,0
7324,0.161,0.522,0,-15.785,1,0.0515,0.843,0.952,0.0913,0.0946,109.277,0
7325,0.675,0.411,7,-12.6,1,0.0434,0.00835,0.323,0.0751,0.436,129.998,4
7326,0.925,0.473,10,-11.731,1,0.0511,0.469,0.561,0.0834,0.66,132.016,2
7327,0.313,0.489,8,-12.223,1,0.0305,0.93,0.863,0.153,0.256,109.768,0
7328,0.421,0.625,1,-8.313,1,0.03,0.131,0.751,0.118,0.228,94.014,2
7329,0.484,0.446,0,-15.34,0,0.0557,0.306,0.873,0.118,0.383,83.559,2
7330,0.37,0.2,3,-16.553,0,0.0335,0.392,0.0664,0.115,0.141,64.029,5
7331,0.542,0.521,4,-12.566,0,0.104,0.884,0.914,0.124,0.176,194.049,2
7332,0.715,0.517,9,-9.767,0,0.0477,0.1,0.904,0.131,0.418,95.011,2
7333,0.0984,0.073,0,-20.559,0,0.0422,0.822,0.963,0.0731,0.226,88.399,0
7334,0.347,0.474,0,-17.146,0,0.0407,0.817,0.785,0.0816,0.0932,123.743,0
7335,0.574,0.248,0,-15.271,1,0.0404,0.524,0.893,0.107,0.261,90.15,0
7336,0.241,0.15,5,-20.62,0,0.0341,0.954,0.929,0.101,0.139,73.311,0
7337,0.314,0.614,5,-9.619,0,0.0403,0.633,0.687,0.135,0.324,169.899,2
7338,0.0876,0.121,2,-18.497,1,0.0478,0.925,0.791,0.12,0.0301,65.658,0
7339,0.538,0.526,10,-8.542,1,0.22,0.0591,0.227,0.458,0.161,82.836,6
7340,0.245,0.394,2,-11.931,1,0.0417,0.273,0.848,0.107,0.0295,120.788,2
7341,0.325,0.236,11,-20.738,1,0.0483,0.993,0.87,0.126,0.659,143.601,0
7342,0.347,0.477,2,-15.622,1,0.0694,0.108,0.846,0.139,0.0454,140.001,2
7343,0.405,0.587,9,-11.773,1,0.362,0.506,0.00321,0.182,0.135,128.41,1
7344,0.0683,0.684,7,-10.546,0,0.0851,0.844,0.146,0.171,0.154,75.912,5
7345,0.422,0.433,10,-14.665,0,0.0452,0.789,0.955,0.13,0.214,88.784,0
7346,0.129,0.264,0,-19.851,0,0.0396,0.469,0.819,0.134,0.055,74.892,0
7347,0.304,0.656,5,-11.264,0,0.226,0.779,0.924,0.0972,0.112,81.721,2
7348,0.429,0.4,2,-22.405,1,0.0631,0.819,0.896,0.155,0.107,180.054,0
7349,0.699,0.559,1,-8.704,1,0.0641,0.181,0.777,0.119,0.257,90.065,2
7350,0.464,0.319,0,-17.639,1,0.0273,0.722,0.528,0.101,0.258,175.909,5
7351,0.599,0.681,1,-4.652,0,0.0341,0.118,0.000107,0.211,0.57,83.961,3
7352,0.74,0.419,8,-7.859,1,0.0507,0.76,0.000514,0.118,0.684,137.671,5
7353,0.44,0.466,11,-8.741,0,0.0379,0.553,0.000441,0.158,0.332,169.769,5
7354,0.65,0.63,11,-6.787,0,0.04,0.278,8.55e-05,0.119,0.74,107.69,3
7355,0.68,0.604,4,-9.241,1,0.115,0.386,0.0,0.43,0.79,125.529,6
7356,0.488,0.66,5,-6.994,1,0.0881,0.208,3.71e-06,0.111,0.655,173.804,4
7357,0.654,0.818,9,-4.922,1,0.0301,0.164,7.18e-06,0.181,0.857,109.969,4
7358,0.589,0.679,5,-5.628,0,0.0336,0.0253,0.00584,0.167,0.716,85.865,3
7359,0.155,0.733,2,-6.018,1,0.0386,0.0123,0.0315,0.0714,0.646,199.298,4
7360,0.516,0.401,8,-8.017,1,0.0284,0.388,1.17e-05,0.0903,0.274,95.909,5
7361,0.716,0.667,11,-4.624,0,0.0349,0.127,4.75e-06,0.0822,0.686,110.583,3
7362,0.769,0.716,7,-6.782,1,0.0364,0.169,0.00158,0.349,0.943,128.724,4
